# Known remaining shipped chrome. New hits must go through AfterRayCopy.
# Columns: path<TAB>collapsed-literal<TAB>reason
# Shrink this file; do not grow it except for a documented exception.

apps/AfterRay/Sources/AfterRaySettings.swift	Assistant connection saved.	pre-existing chrome; ratchet
apps/AfterRay/Sources/AfterRaySettings.swift	Model downloads finished.	pre-existing chrome; ratchet
apps/AfterRay/Sources/AfterRayUpdater.swift	\(version) (build \(build))	pre-existing chrome; ratchet
apps/AfterRay/Sources/ChatWindow.swift	Conversation title	pre-existing chrome; ratchet
apps/AfterRay/Sources/OnboardingExclusions.swift	Choose an app to skip.	pre-existing chrome; ratchet
apps/AfterRay/Sources/OnboardingExclusions.swift	Could not read that app's identifier.	pre-existing chrome; ratchet
apps/AfterRay/Sources/OnboardingExclusions.swift	AfterRay already excludes its own windows.	pre-existing chrome; ratchet
apps/AfterRay/Sources/OnboardingExclusions.swift	That app is already excluded.	pre-existing chrome; ratchet
apps/AfterRay/Sources/OnboardingExclusions.swift	Password apps are always skipped.	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayChatModel.swift	Chat is wired, but afterrayd is not serving it yet.	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayChatModel.swift	Could not reach the AfterRay daemon.	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayChatView.swift	\(usage.percentLabel) used, \(usage.shortLabel)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayChatView.swift	\(chars) characters back	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayChatView.swift	\(chars) characters back · shortened to fit, ~\(tool.droppedTokens) tokens left out	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/AfterRayControlModel.swift	No moments matched “\(query)”.	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Dropped \(droppedResults) earlier \(noun)\(counts)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Looked up \(ChatTimeLabel.slotRange(atMs: at, calendar: calendar))	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Looked up a half-hour card	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Browsed moments from \(range)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Browsed the timeline	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Read the transcript from \(range)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Read a transcript	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Checked activity from \(range)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Checked activity	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Read saved memories	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Searched “\(query)”	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Searched the vault	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Opened a moment	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Read on-screen text	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Read the interface tree	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Called \(call.name)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	Looked something up	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatModels.swift	\(headline(first, calendar: calendar)) · \(tools.count - 1) more	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatMomentCitationView.swift	Open this captured moment · \(timeLabel)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatMomentCitationView.swift	Open this captured moment	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatMomentCitationView.swift	Open captured moment: \(title), \(timeLabel)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatMomentCitationView.swift	Open captured moment: \(title)	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/ChatMomentCitationView.swift	Screenshot unavailable	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/DaySummaryPanel.swift	Hide details	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/DaySummaryPanel.swift	Full details	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/OcrTextSelectionLayer.swift	Copy	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/OcrTextSelectionLayer.swift	Copy All Text	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	Hide today's summary	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	Show today's summary	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	Idle	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	这段时间没有录制 · \(DurationFormatter.short(milliseconds: run.durationMs))	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	OCR is processing…	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	No screen text found	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	Transcript is processing…	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	No transcript near this moment	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	CAPTURED CONTEXT	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	No snapshot for this moment	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	Loading…	pre-existing chrome; ratchet
swift/AfterRayRecall/Sources/RecallView.swift	The snapshot could not be loaded.	pre-existing chrome; ratchet
